CODIGO,NOMBRE,LABORATORIO / TITULAR EN ESPAÑA,TIPO LEGAL,CATEGORIA PRINCIPAL,SUBCATEGORIA DETALLADA,ATC,PVP OFICIAL ESPAÑA (€),PRECIO MEDIO FARMACIA ONLINE ESPAÑA (€)
719165,PERGOVERIS 450+225 UI0.72 ML,Merck Europe B.V.,Medicamento hospitalario,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,G03G,PENDIENTE VERIFICACION,SEGÚN PVP
719166,PERGOVERIS 900+450 UI1.44 ML,Merck Europe B.V.,Medicamento hospitalario,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,G03G,PENDIENTE VERIFICACION,SEGÚN PVP
156120,PERIO AID COLUT MANTENIM 1000,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
268409,PERIO AID COLUT MANTENIM 150ML,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
166538,PERIO AID COLUT SIN ALCOH500ML,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
184718,PERIO AID GEL BIO-ADHESIV 30ML,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
163493,PERIO AID GEL DENTAL 75 ML,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
262857,PERIO AID SPRAY 50 ML,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
177311,PERIO AID TRATAMIENTO COLUT150,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
375097,PERIO KIN ENJUAGUE 250 ML,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
159087,PERIO KIN GEL CLORHEXID 0.20%,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
193495,PERIO KIN HYALURONIC 1% GEL,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
189621,PERIO KIN SPRAY CLORHEX 40 ML,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
667683,PERMIXON 160 MG 60 CAPS,Pierre Fabre Iberica S.A.,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,G04C,PENDIENTE VERIFICACION,SEGÚN PVP
974436,PEROXIBEN 2.5% GEL 30 G,Isdin S.A.,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,D10A,PENDIENTE VERIFICACION,SEGÚN PVP
994285,PEROXIBEN 5% GEL 60 G,Isdin S.A.,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,D10A,PENDIENTE VERIFICACION,SEGÚN PVP
974451,PEROXIBEN PLUS 5% GEL 30 G,Isdin S.A.,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,D10A,PENDIENTE VERIFICACION,SEGÚN PVP
244046,PERSPIREX DES AXIL ROLLON 20ML,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
179092,PERSPIREX DESOD COMFORT 20 ML,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
184823,PETIT CLARAC GEL-CHAMPU 1 ENVASE 500 ml,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
304105,PEZONERA SUAVINEX SILICONA 2UN,"SUAVINEX, S.L.",Parafarmacia,Parafarmacia general,Parafarmacia general,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
186508,PH NOR 30 COMP,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
326728,PH5 EUCERIN CR 75 G,"BEIERSDORF, S.A.",Dermocosmética,Dermocosmética,Dermocosmética general,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
354183,PH5 EUCERIN CR MANOS 75 ML,"BEIERSDORF, S.A.",Dermocosmética,Dermocosmética,Dermocosmética general,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
394197,PH5 EUCERIN ENRIQU LOC 1000 ML,"BEIERSDORF, S.A.",Dermocosmética,Dermocosmética,Dermocosmética general,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
390849,PH5 EUCERIN ENRIQU LOC 400 ML,"BEIERSDORF, S.A.",Dermocosmética,Dermocosmética,Dermocosmética general,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
341958,PH5 EUCERIN GEL 1000 ML,"BEIERSDORF, S.A.",Dermocosmética,Dermocosmética,Dermocosmética general,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
365361,PH5 EUCERIN GEL 400 ML,"BEIERSDORF, S.A.",Dermocosmética,Dermocosmética,Dermocosmética general,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
326744,PH5 EUCERIN LOC 400 ML,"BEIERSDORF, S.A.",Dermocosmética,Dermocosmética,Dermocosmética general,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
187925,PH5 EUCERIN LOC ULTRALIG 400LT,"BEIERSDORF, S.A.",Dermocosmética,Dermocosmética,Dermocosmética general,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
187926,PH5 EUCERIN LOC ULTRALIGER 1LT,"BEIERSDORF, S.A.",Dermocosmética,Dermocosmética,Dermocosmética general,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
185330,PH5 EUCERIN OLEOGEL DUCHA 1000,"BEIERSDORF, S.A.",Dermocosmética,Dermocosmética,Dermocosmética general,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
340034,PH5 EUCERIN OLEOGEL DUCHA 400,"BEIERSDORF, S.A.",Dermocosmética,Dermocosmética,Dermocosmética general,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
238444,PH5 EUCERIN PROT LABIAL,"BEIERSDORF, S.A.",Dermocosmética,Dermocosmética,Dermocosmética general,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
172554,PHARMA KIDS EAU DE TOILETTE 1 ENVASE 100 ml,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
833343,PHARMAGRIP 14 CAP,Laboratorios Cinfa S.A.,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,N02B,PENDIENTE VERIFICACION,SEGÚN PVP
888537,PHARMAGRIP FORTE 650M G10SOB,Laboratorios Cinfa S.A.,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,N02B,PENDIENTE VERIFICACION,SEGÚN PVP
183153,PHARMASOR HIMELAN 30 CAPS,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
154541,PHARMATON 50 PLUS 60 CAPS,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
164332,PHARMATON COMPLEX 100COMP,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
154355,PHARMATON COMPLEX 60 COMP,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
188009,PHARYSOL TOS PEDIATRICO 175 ML,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
151982,PHB APLICAD HILO FLOSSER PTFE,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
191449,PHB DUPLO PASTA TOTAL 75+75 ML,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
183470,PHB FLEXI INTERDENTAL FINO 20UNID,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
351742,PHB PACK PASTA DENT 1X3 VIAJE,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
172799,PHB SPRAY FRESH 15 ML,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
159044,PHB TOTAL PLUS ENJUAGUE 500 ML,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
187554,PHB TOTAL PLUS ENJUAGUE BUCAL 2 ENVASES 500 ml,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
580889,PHENOLEPTIL 25 MG 100 COMP,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
208706,PHOTOPREVENT B3 NICO 500G60CA,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
178706,PHY SRO FISIO 30 MONODOSIS 5ML,PENDIENTE VERIFICACION,Complemento alimenticio,Nutrición deportiva,Nutrición deportiva general,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
178708,PHY SRO FISIO 40 MONODOS 5ML,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
207713,PHYSIORELAX CBD 75 ML,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
165337,PHYSIORELAX FORTE 75 ML,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
165338,PHYSIORELAX FORTE PLUS 250 ML,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
172457,PHYSIORELAX POLAR 75 ML,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
189099,PHYSIORELAX ROLL-ON FAST 75ML,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
168855,PHYSIORELAX ULTRA HEAT PLUS 75,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
212362,PHYTOCYST FORTE BICAPA DRASANVI 30 COMPRIMIDOS,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
168615,PIGMENTCLAR OJOS 15 ML,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
PILEX1395,PILEXIL CAPSULAS FORTE CABELLO Y U�AS 120 CAPSULAS (PROMO 100+20 REGALO),PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
184837,PILEXIL CHAMPU ANTICAIDA 900ML,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
PILE5217,PILEXIL COMPLEMENTO NUTRICIONAL PARA CABELLO DUPLO 100 +100 CAPSULAS,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
183911,PILEXIL FORTE 150 CAPSULAS,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
165790,PILEXIL FORTE ANTICAIDA AMPOLLAS 20 AMPOLLAS 5 ml,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
133081,PILEXIL FORTE DULPO 100 CAPSULAS,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
BET22243,PINCEL DIFUMINSOMBR PELO SINT LOOK EXP86,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
BET22242,PINCEL SOMBREADOR BETER PELO PONY SHADOW REF 22242,"BETER PRODUCTS, S.L.",PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
242834,PINZA BETER DIAGONAL R 24017,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
BET90210,PINZA CEJAS BETER COLORES,"BETER PRODUCTS, S.L.",PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
686569,PIOGLITAZONA NORMON 15MG 56COM,Laboratorios Normon S.A.,Medicamento EFG,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,A10B,PENDIENTE VERIFICACION,SEGÚN PVP
197703,PIROTEX DS CHAMPU 200 ML,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
786160,PIROXGEL 6 mg/ml CHAMPU MEDICINAL 1 FRASCO 200 ml,Isdin S.A.,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,D11A,PENDIENTE VERIFICACION,SEGÚN PVP
728850,PITAVASTATINA NORMON 1MG 28COM,Laboratorios Normon S.A.,Medicamento EFG,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,C10A,PENDIENTE VERIFICACION,SEGÚN PVP
728851,PITAVASTATINA NORMON 2MG 28COM,Laboratorios Normon S.A.,Medicamento EFG,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,C10A,PENDIENTE VERIFICACION,SEGÚN PVP
728852,PITAVASTATINA NORMON 4MG 28COM,Laboratorios Normon S.A.,Medicamento EFG,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,C10A,PENDIENTE VERIFICACION,SEGÚN PVP
383927,PLAC CONTROL DENTAL DENTAID,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
958637,PLACINORAL 2 MG 30 COMP,Ferrer Internacional S.A.,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,N05B,PENDIENTE VERIFICACION,SEGÚN PVP
759621,PLANTABEN 30 SOBR,Cooper Consumer Health B.V.,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,A06A,PENDIENTE VERIFICACION,SEGÚN PVP
656188,PLANTAGO OVATA CINFA 30 SOB,Laboratorios Cinfa S.A.,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,A06A,PENDIENTE VERIFICACION,SEGÚN PVP
673141,PLANTAGO OVATA MADAUS 30 SOB,Viatris Healthcare Limited,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,A06A,PENDIENTE VERIFICACION,SEGÚN PVP
658578,"PLANTAGO OVATA NORMON 3,5 g 30 SOBRES POLVO PARA SUSPENSION ORAL",Laboratorios Normon S.A.,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,A06A,PENDIENTE VERIFICACION,SEGÚN PVP
FARMAL985,PLANTILLA ALINEACI�N POSTU TM,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
267220,PLANTILLA COMFORSIL FORRAD 401,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
384529,PLANTILLA DEVOR-OLOR,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
664304,PLAVIX 75 MG 50 COMP,Sanofi Winthrop Industrie,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,B01A,PENDIENTE VERIFICACION,SEGÚN PVP
721059,PLEINVUE POLVO SOL ORAL 1X3,Norgine B.V.,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,A06A,PENDIENTE VERIFICACION,SEGÚN PVP
700523,PLENUR 400 MG 100 COMPRIMIDOS,Faes Farma S.A.,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,N05A,PENDIENTE VERIFICACION,SEGÚN PVP
940544,PLUSVENT ACCUHALER 50250 60 D,Glaxosmithkline S.A.,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,R03A,PENDIENTE VERIFICACION,SEGÚN PVP
806224,POLARAMINE 0.4MGML JBE 60 ML,Laboratorios Farmaceuticos Rovi S.A.,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,R06A,PENDIENTE VERIFICACION,SEGÚN PVP
809459,POLARAMINE 2 MG 20 COMP,Laboratorios Farmaceuticos Rovi S.A.,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,R06A,PENDIENTE VERIFICACION,SEGÚN PVP
813071,POLARAMINE 5 MG 5X1 ML,Laboratorios Farmaceuticos Rovi S.A.,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,R06A,PENDIENTE VERIFICACION,SEGÚN PVP
753241,POLLENS (POLLANTINUM) 30CH GRA,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
238022,PON EMO SOLU 500 ML,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
718486,PONTALSIC 60 COMP,Grünenthal Pharma S.A.,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,N02A,PENDIENTE VERIFICACION,SEGÚN PVP
694141,POSITON CR 30 G,Faes Farma S.A.,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,D07C,PENDIENTE VERIFICACION,SEGÚN PVP
694133,POSITON CR 60 G,Faes Farma S.A.,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,D07C,PENDIENTE VERIFICACION,SEGÚN PVP
694117,POSITON PDA 60 G,Faes Farma S.A.,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,D07C,PENDIENTE VERIFICACION,SEGÚN PVP
182581,POST PICADURAS APOSAN BITE 10,"LABORATORIOS HERBITAS, S.L. (marca Aposan)",Parafarmacia,Parafarmacia general,Parafarmacia general,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
198822,POT 4 FRUTAS 235G,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
686220,POTENCIATOR 5 G 20X10 ML BEBI,Faes Farma S.A.,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,A16A,PENDIENTE VERIFICACION,SEGÚN PVP
160714,POVIDONA ACUOSA APOSAN 50ml,"LABORATORIOS HERBITAS, S.L. (marca Aposan)",Parafarmacia,Parafarmacia general,Parafarmacia general,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
654801,PRADAXA 110 MG 60 CAPS,Boehringer Ingelheim International Gmbh,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,B01A,PENDIENTE VERIFICACION,SEGÚN PVP
654802,PRADAXA 150 MG 60 CAPS,Boehringer Ingelheim International Gmbh,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,B01A,PENDIENTE VERIFICACION,SEGÚN PVP
689957,PRAVAFENIX 40MG160MG 30 CAP,Laboratoires S.M.B. S.A.,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,C10B,PENDIENTE VERIFICACION,SEGÚN PVP
661665,PRAVASTATINA CINFAME 20MG 28CO,Laboratorios Cinfa S.A.,Medicamento EFG,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,C10A,PENDIENTE VERIFICACION,SEGÚN PVP
654173,PRAVASTATINA NORMON 20MG 28COM,Laboratorios Normon S.A.,Medicamento EFG,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,C10A,PENDIENTE VERIFICACION,SEGÚN PVP
678362,PRAVASTATINA VIATR 10MG 28CO,Viatris Limited,Medicamento EFG,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,C10A,PENDIENTE VERIFICACION,SEGÚN PVP
661058,PRED FORTE 1% COLI 5 ML,"Abbvie Spain, S.L.U.",Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,S01B,PENDIENTE VERIFICACION,SEGÚN PVP
584971,PREDNICORTONE 20 MG 30 COMP,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
584958,PREDNICORTONE 5 MG 30 COMP,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
688717,PREDNISONA CINFA 10MG 30COM,Laboratorios Cinfa S.A.,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,H02A,PENDIENTE VERIFICACION,SEGÚN PVP
688704,PREDNISONA CINFA 2.5 MG 30 COM,Laboratorios Cinfa S.A.,Medicamento EFG,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,H02A,PENDIENTE VERIFICACION,SEGÚN PVP
688760,PREDNISONA CINFA 30 MG 30 COM,Laboratorios Cinfa S.A.,Medicamento EFG,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,H02A,PENDIENTE VERIFICACION,SEGÚN PVP
688711,PREDNISONA CINFA 5 MG 30 COM,Laboratorios Cinfa S.A.,Medicamento EFG,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,H02A,PENDIENTE VERIFICACION,SEGÚN PVP
688712,PREDNISONA CINFA 5 MG 60 COM,Laboratorios Cinfa S.A.,Medicamento EFG,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,H02A,PENDIENTE VERIFICACION,SEGÚN PVP
661560,PREDNISONA KERN 10 MG 30 COMP,Kern Pharma S.L.,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,H02A,PENDIENTE VERIFICACION,SEGÚN PVP
661558,PREDNISONA KERN 5 MG 30 COMP,Kern Pharma S.L.,Medicamento EFG,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,H02A,PENDIENTE VERIFICACION,SEGÚN PVP
661559,PREDNISONA KERN 5 MG 60 COMP,Kern Pharma S.L.,Medicamento EFG,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,H02A,PENDIENTE VERIFICACION,SEGÚN PVP
706452,PREGABALINA NORMON 25MG 56CAP,Laboratorios Normon S.A.,Medicamento EFG,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,N02B,PENDIENTE VERIFICACION,SEGÚN PVP
706464,PREGABALINA NORMON 50MG 56CAP,Laboratorios Normon S.A.,Medicamento EFG,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,N02B,PENDIENTE VERIFICACION,SEGÚN PVP
706467,PREGABALINA NORMON 75MG 56CAP,Laboratorios Normon S.A.,Medicamento EFG,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,N02B,PENDIENTE VERIFICACION,SEGÚN PVP
723747,PREMAX 100MG 56COM,Neuraxpharm Spain S.L.,Medicamento EFG,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,N02B,PENDIENTE VERIFICACION,SEGÚN PVP
716768,PREMAX 150MG 56COMP,Neuraxpharm Spain S.L.,Medicamento EFG,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,N02B,PENDIENTE VERIFICACION,SEGÚN PVP
716767,PREMAX 25MG 56COMP,Neuraxpharm Spain S.L.,Medicamento EFG,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,N02B,PENDIENTE VERIFICACION,SEGÚN PVP
716769,PREMAX 300MG 56COMP,Neuraxpharm Spain S.L.,Medicamento EFG,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,N02B,PENDIENTE VERIFICACION,SEGÚN PVP
723743,PREMAX 50MG 56COM,Neuraxpharm Spain S.L.,Medicamento EFG,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,N02B,PENDIENTE VERIFICACION,SEGÚN PVP
